as: [922, 0.010849484002306398]
90-minute: [3, 3.530200868429414e-05]
grew: [3, 3.530200868429414e-05]
another day: [3, 0.030303030303030304]
grew up: [3, 1.0]
as is: [3, 0.0032537960954446853]
often the: [3, 0.05172413793103448]
first-rate: [3, 3.530200868429414e-05]
how a: [3, 0.02830188679245283]
inherent: [3, 3.530200868429414e-05]
limitations: [3, 3.530200868429414e-05]
movie are: [3, 0.00395778364116095]
do the: [3, 0.031914893617021274]
but because: [3, 0.0035087719298245615]
shadow: [3, 3.530200868429414e-05]
zeal: [3, 3.530200868429414e-05]
spread: [3, 3.530200868429414e-05]
realizing: [3, 3.530200868429414e-05]
action sequence: [3, 0.02830188679245283]
private ryan: [3, 0.6]
steven spielberg: [3, 0.2727272727272727]
but unfortunately: [3, 0.0035087719298245615]
capitalize: [3, 3.530200868429414e-05]
screen presence: [3, 0.05084745762711865]
capitalize on: [3, 1.0]
long for: [3, 0.027777777777777776]
milk: [3, 3.530200868429414e-05]
maddeningly: [3, 3.530200868429414e-05]
scream: [3, 3.530200868429414e-05]
capacity: [3, 3.530200868429414e-05]
capacity to: [3, 1.0]
three minutes: [3, 0.09375]
marginal: [3, 3.530200868429414e-05]
redemption: [3, 3.530200868429414e-05]
more frustrating: [3, 0.007211538461538462]
suited to: [3, 0.42857142857142855]
targeted: [3, 3.530200868429414e-05]
resemble: [3, 3.530200868429414e-05]
actors': [3, 3.530200868429414e-05]
consider the: [3, 0.25]
for people: [3, 0.003931847968545216]
just because: [3, 0.010344827586206896]
are both: [3, 0.008333333333333333]
has never: [3, 0.00909090909090909]
never been: [3, 0.019736842105263157]
ponder: [3, 3.530200868429414e-05]
it's mildly: [3, 0.005405405405405406]
style of: [3, 0.10344827586206896]
pathos: [3, 3.530200868429414e-05]
prose: [3, 3.530200868429414e-05]
r: [3, 3.530200868429414e-05]
pot: [3, 3.530200868429414e-05]
few and: [3, 0.03614457831325301]
far between: [3, 0.04225352112676056]
slasher flick: [3, 0.375]
be truly: [3, 0.0057692307692307696]
about his: [3, 0.008108108108108109]
minority: [3, 3.530200868429414e-05]
minority report: [3, 1.0]
movie comes: [3, 0.00395778364116095]
comes along: [3, 0.046875]
bad a: [3, 0.014563106796116505]
trappings of: [3, 0.375]
what starts: [3, 0.015957446808510637]
simply a: [3, 0.06818181818181818]
wake: [3, 3.530200868429414e-05]
vicious: [3, 3.530200868429414e-05]
feature length: [3, 0.13636363636363635]
plot that: [3, 0.025]
one-sided: [3, 3.530200868429414e-05]
knock: [3, 3.530200868429414e-05]
willing: [3, 3.530200868429414e-05]
willing to: [3, 1.0]
flair: [3, 3.530200868429414e-05]
hong: [3, 3.530200868429414e-05]
about every: [3, 0.008108108108108109]
tasteful: [3, 3.530200868429414e-05]
put it: [3, 0.0967741935483871]
than any: [3, 0.007853403141361256]
sappy and: [3, 0.25]
wendigo: [3, 3.530200868429414e-05]
part the: [3, 0.11538461538461539]
indication: [3, 3.530200868429414e-05]
windtalkers is: [3, 0.375]
belief: [3, 3.530200868429414e-05]
bucks: [3, 3.530200868429414e-05]
comes out: [3, 0.046875]
squandering: [3, 3.530200868429414e-05]
fine acting: [3, 0.16666666666666666]
train: [3, 3.530200868429414e-05]
senses: [3, 3.530200868429414e-05]
fires: [3, 3.530200868429414e-05]
never come: [3, 0.019736842105263157]
reason why: [3, 0.08108108108108109]
on television: [3, 0.006369426751592357]
crucial: [3, 3.530200868429414e-05]
nickleby: [3, 3.530200868429414e-05]
nicholas nickleby: [3, 0.6]
today's: [3, 3.530200868429414e-05]
why the: [3, 0.05357142857142857]
its parts: [3, 0.0047169811320754715]
an extremely: [3, 0.005291005291005291]
making movies: [3, 0.06976744186046512]
but one: [3, 0.0035087719298245615]
time before: [3, 0.016574585635359115]
saw this: [3, 0.16666666666666666]
could just: [3, 0.02608695652173913]
unhappy: [3, 3.530200868429414e-05]
exquisite: [3, 3.530200868429414e-05]
fabric: [3, 3.530200868429414e-05]
an american: [3, 0.005291005291005291]
insanely: [3, 3.530200868429414e-05]
notion of: [3, 0.375]
fart jokes: [3, 0.75]
way this: [3, 0.022727272727272728]
sight of: [3, 0.3333333333333333]
you like: [3, 0.007537688442211055]
well-crafted: [3, 3.530200868429414e-05]
smart and: [3, 0.21428571428571427]
belly: [3, 3.530200868429414e-05]
unbearably: [3, 3.530200868429414e-05]
dim-witted: [3, 3.530200868429414e-05]
palma: [3, 3.530200868429414e-05]
resembles a: [3, 0.375]
brian de: [3, 0.75]
de palma: [3, 0.06818181818181818]
one at: [3, 0.008310249307479225]
city by: [3, 0.2727272727272727]
other but: [3, 0.031914893617021274]
end it: [3, 0.04411764705882353]
stays in: [3, 0.75]
moronic: [3, 3.530200868429414e-05]
first place: [3, 0.04838709677419355]
it's sort: [3, 0.005405405405405406]
spin: [3, 3.530200868429414e-05]
chair: [3, 3.530200868429414e-05]
lifeless and: [3, 0.25]
shenanigans: [3, 3.530200868429414e-05]
distinguish: [3, 3.530200868429414e-05]
back on: [3, 0.06]
teen comedy: [3, 0.15789473684210525]
starts promisingly: [3, 0.11538461538461539]
promisingly but: [3, 0.75]
prep-school: [3, 3.530200868429414e-05]
working-class: [3, 3.530200868429414e-05]
strangers: [3, 3.530200868429414e-05]
area: [3, 3.530200868429414e-05]
on their: [3, 0.006369426751592357]
sex with: [3, 0.15789473684210525]
with strangers: [3, 0.004431314623338257]
which opens: [3, 0.021897810218978103]
opens today: [3, 0.6]
rewarding: [3, 3.530200868429414e-05]
leaky: [3, 3.530200868429414e-05]
threw: [3, 3.530200868429414e-05]
urge: [3, 3.530200868429414e-05]
lady: [3, 3.530200868429414e-05]
frustration: [3, 3.530200868429414e-05]
particularly funny: [3, 0.13636363636363635]
urge to: [3, 1.0]
died: [3, 3.530200868429414e-05]
better to: [3, 0.02912621359223301]
segment: [3, 3.530200868429414e-05]
segment of: [3, 1.0]
have given: [3, 0.008241758241758242]
repulsive: [3, 3.530200868429414e-05]
don't even: [3, 0.0375]
plot in: [3, 0.025]
prey: [3, 3.530200868429414e-05]
basketball: [3, 3.530200868429414e-05]
=: [3, 3.530200868429414e-05]
talent is: [3, 0.1111111111111111]
fills: [3, 3.530200868429414e-05]
dying: [3, 3.530200868429414e-05]
unusually: [3, 3.530200868429414e-05]
morning: [3, 3.530200868429414e-05]
do you: [3, 0.031914893617021274]
queens: [3, 3.530200868429414e-05]
makes me: [3, 0.027777777777777776]
me feel: [3, 0.04225352112676056]
bad things: [3, 0.014563106796116505]
showtime's: [3, 3.530200868429414e-05]
director tom: [3, 0.026785714285714284]
humor in: [3, 0.046153846153846156]
sequences that: [3, 0.16666666666666666]
thanks to: [3, 0.5]
are quite: [3, 0.008333333333333333]
searching: [3, 3.530200868429414e-05]
lucas: [3, 3.530200868429414e-05]
accompanying: [3, 3.530200868429414e-05]
also a: [3, 0.05357142857142857]
absurdities: [3, 3.530200868429414e-05]
riot: [3, 3.530200868429414e-05]
young woman's: [3, 0.07894736842105263]
you'll enjoy: [3, 0.08333333333333333]
hot chick: [3, 0.3]
inescapable: [3, 3.530200868429414e-05]
good idea: [3, 0.01675977653631285]
conventions: [3, 3.530200868429414e-05]
mentally: [3, 3.530200868429414e-05]
life as: [3, 0.03896103896103896]
tootsie: [3, 3.530200868429414e-05]
between its: [3, 0.043478260869565216]
void: [3, 3.530200868429414e-05]
factory: [3, 3.530200868429414e-05]
cox: [3, 3.530200868429414e-05]
em que: [3, 0.75]
passes: [3, 3.530200868429414e-05]
wore: [3, 3.530200868429414e-05]
its welcome: [3, 0.0047169811320754715]
ago and: [3, 0.1875]
edition: [3, 3.530200868429414e-05]
self-satisfied: [3, 3.530200868429414e-05]
glaring: [3, 3.530200868429414e-05]
will not: [3, 0.017142857142857144]
put in: [3, 0.0967741935483871]
aimlessly: [3, 3.530200868429414e-05]
talks: [3, 3.530200868429414e-05]
histrionics: [3, 3.530200868429414e-05]
what little: [3, 0.015957446808510637]
closer to: [3, 0.75]
sensibilities: [3, 3.530200868429414e-05]
reality and: [3, 0.13636363636363635]
charismatic: [3, 3.530200868429414e-05]
from frame: [3, 0.009259259259259259]
frame one: [3, 0.375]
with some: [3, 0.004431314623338257]
charms of: [3, 0.42857142857142855]
bullock and: [3, 0.5]
hugh grant: [3, 0.75]
enter the: [3, 0.5]
bad in: [3, 0.014563106796116505]
consuming: [3, 3.530200868429414e-05]
dullest: [3, 3.530200868429414e-05]
although the: [3, 0.125]
dare: [3, 3.530200868429414e-05]
i've had: [3, 0.2]
crossed with: [3, 0.75]
all he: [3, 0.008522727272727272]
art house: [3, 0.1111111111111111]
weak and: [3, 0.1875]
story without: [3, 0.013636363636363636]
proportions: [3, 3.530200868429414e-05]
alternative: [3, 3.530200868429414e-05]
soderbergh: [3, 3.530200868429414e-05]
lack the: [3, 0.06521739130434782]
make them: [3, 0.023622047244094488]
randall: [3, 3.530200868429414e-05]
randall wallace: [3, 1.0]
term: [3, 3.530200868429414e-05]
work from: [3, 0.030927835051546393]
else is: [3, 0.07692307692307693]
manufactured to: [3, 0.5]
singer: [3, 3.530200868429414e-05]
ways that: [3, 0.23076923076923078]
million: [3, 3.530200868429414e-05]
which director: [3, 0.021897810218978103]
shrill: [3, 3.530200868429414e-05]
pressed: [3, 3.530200868429414e-05]
hard pressed: [3, 0.039473684210526314]
pressed to: [3, 1.0]
feat: [3, 3.530200868429414e-05]
imaginable: [3, 3.530200868429414e-05]
achieves the: [3, 0.375]
allegedly: [3, 3.530200868429414e-05]
names: [3, 3.530200868429414e-05]
goal: [3, 3.530200868429414e-05]
added: [3, 3.530200868429414e-05]
empire: [3, 3.530200868429414e-05]
can't make: [3, 0.03571428571428571]
make up: [3, 0.023622047244094488]
as either: [3, 0.0032537960954446853]
theatres: [3, 3.530200868429414e-05]
up at: [3, 0.013513513513513514]
not bad: [3, 0.006880733944954129]
parker's: [3, 3.530200868429414e-05]
anomie: [3, 3.530200868429414e-05]
good film: [3, 0.01675977653631285]
puerile: [3, 3.530200868429414e-05]
resembling: [3, 3.530200868429414e-05]
witless and: [3, 0.3333333333333333]
pulse: [3, 3.530200868429414e-05]
you leave: [3, 0.007537688442211055]
feeling like: [3, 0.11538461538461539]
banter: [3, 3.530200868429414e-05]
pairing: [3, 3.530200868429414e-05]
altogether: [3, 3.530200868429414e-05]
nothing at: [3, 0.024793388429752067]
50: [3, 3.530200868429414e-05]
40 years: [3, 0.6]
back at: [3, 0.06]
weirdly: [3, 3.530200868429414e-05]
broomfield: [3, 3.530200868429414e-05]
pieces of: [3, 0.2727272727272727]
never gets: [3, 0.019736842105263157]
recite: [3, 3.530200868429414e-05]
wave: [3, 3.530200868429414e-05]
gift: [3, 3.530200868429414e-05]
crush is: [3, 0.21428571428571427]
out like: [3, 0.013636363636363636]
it's far: [3, 0.005405405405405406]
allows: [3, 3.530200868429414e-05]
nifty: [3, 3.530200868429414e-05]
comedy it: [3, 0.018633540372670808]
makeup: [3, 3.530200868429414e-05]
subtitles: [3, 3.530200868429414e-05]
one to: [3, 0.008310249307479225]
comfort: [3, 3.530200868429414e-05]
food: [3, 3.530200868429414e-05]
chicago: [3, 3.530200868429414e-05]
nomination: [3, 3.530200868429414e-05]
as best: [3, 0.0032537960954446853]
falling: [3, 3.530200868429414e-05]
its plot: [3, 0.0047169811320754715]
great premise: [3, 0.05454545454545454]
are left: [3, 0.008333333333333333]
unsympathetic: [3, 3.530200868429414e-05]
involved with: [3, 0.21428571428571427]
pair: [3, 3.530200868429414e-05]
more compelling: [3, 0.007211538461538462]
universe: [3, 3.530200868429414e-05]
ill-fitting: [3, 3.530200868429414e-05]
sticking: [3, 3.530200868429414e-05]
knees: [3, 3.530200868429414e-05]
silly to: [3, 0.05357142857142857]
waiting to: [3, 0.3]
no i: [3, 0.011235955056179775]
hate it: [3, 0.25]
love it: [3, 0.04]
travesty: [3, 3.530200868429414e-05]
travesty of: [3, 1.0]
pileup: [3, 3.530200868429414e-05]
twenty: [3, 3.530200868429414e-05]
hart's: [3, 3.530200868429414e-05]
willis: [3, 3.530200868429414e-05]
hart's war: [3, 1.0]
be desired: [3, 0.0057692307692307696]
which are: [3, 0.021897810218978103]
striking: [3, 3.530200868429414e-05]
lust: [3, 3.530200868429414e-05]
voyeuristic: [3, 3.530200868429414e-05]
becomes just: [3, 0.07142857142857142]
some body: [3, 0.01764705882352941]
tv show: [3, 0.075]
screenplays: [3, 3.530200868429414e-05]
mummy: [3, 3.530200868429414e-05]
bordering: [3, 3.530200868429414e-05]
bordering on: [3, 1.0]
adults will: [3, 0.1875]
stars and: [3, 0.2]
manipulative and: [3, 0.23076923076923078]
regret: [3, 3.530200868429414e-05]
go out: [3, 0.046153846153846156]
encounters: [3, 3.530200868429414e-05]
children's movie: [3, 0.3333333333333333]
pretentious in: [3, 0.08333333333333333]
stretch: [3, 3.530200868429414e-05]
minutes it: [3, 0.030303030303030304]
schmaltzy: [3, 3.530200868429414e-05]
ah: [3, 3.530200868429414e-05]
weightless: [3, 3.530200868429414e-05]
character's: [3, 3.530200868429414e-05]
wretched: [3, 3.530200868429414e-05]
flame: [3, 3.530200868429414e-05]
an old: [3, 0.005291005291005291]
plot to: [3, 0.025]
they could: [3, 0.024390243902439025]
been in: [3, 0.01775147928994083]
jet: [3, 3.530200868429414e-05]
it's better: [3, 0.005405405405405406]
filme: [3, 3.530200868429414e-05]
premise and: [3, 0.06382978723404255]
consequences: [3, 3.530200868429414e-05]
n: [3, 3.530200868429414e-05]
no better: [3, 0.011235955056179775]
kenneth: [3, 3.530200868429414e-05]
al: [3, 3.530200868429414e-05]
hopeless: [3, 3.530200868429414e-05]
worry: [3, 3.530200868429414e-05]
you've got: [3, 0.1]
grow up: [3, 0.42857142857142855]
cherry: [3, 3.530200868429414e-05]
orchard: [3, 3.530200868429414e-05]
cherry orchard: [3, 1.0]
musical: [3, 3.530200868429414e-05]
dance: [3, 3.530200868429414e-05]
has an: [3, 0.00909090909090909]
i want: [3, 0.010526315789473684]
want a: [3, 0.07142857142857142]
real movie: [3, 0.05084745762711865]
unremarkable: [3, 3.530200868429414e-05]
buddy: [3, 3.530200868429414e-05]
nod: [3, 3.530200868429414e-05]
whose only: [3, 0.10344827586206896]
english: [3, 3.530200868429414e-05]
clever by: [3, 0.08108108108108109]
proof: [3, 3.530200868429414e-05]
more appropriate: [3, 0.007211538461538462]
anything remotely: [3, 0.058823529411764705]
marquis: [3, 3.530200868429414e-05]
de sade: [3, 0.06818181818181818]
agonizing: [3, 3.530200868429414e-05]
best friend: [3, 0.043478260869565216]
who needs: [3, 0.016216216216216217]
an uneven: [3, 0.005291005291005291]
us in: [3, 0.03529411764705882]
there's little: [3, 0.021897810218978103]
latter: [3, 3.530200868429414e-05]
archival: [3, 3.530200868429414e-05]
syrup: [3, 3.530200868429414e-05]
fizz: [3, 3.530200868429414e-05]
been sitting: [3, 0.01775147928994083]
much syrup: [3, 0.01293103448275862]
dragged: [3, 3.530200868429414e-05]
you this: [3, 0.007537688442211055]
twaddle: [3, 3.530200868429414e-05]
superficiality: [3, 3.530200868429414e-05]
thriller that: [3, 0.05555555555555555]
bottom of: [3, 0.375]
they may: [3, 0.024390243902439025]
slo-mo: [3, 3.530200868429414e-05]
tired of: [3, 0.10714285714285714]
foot: [3, 3.530200868429414e-05]
well-made but: [3, 0.5]
moore's: [3, 3.530200868429414e-05]
scarlet: [3, 3.530200868429414e-05]
insanity: [3, 3.530200868429414e-05]
even when: [3, 0.01485148514851485]
really good: [3, 0.023076923076923078]
together and: [3, 0.09090909090909091]
you find: [3, 0.007537688442211055]
find yourself: [3, 0.05357142857142857]
from other: [3, 0.009259259259259259]
better movie: [3, 0.02912621359223301]
movie experience: [3, 0.00395778364116095]
really a: [3, 0.023076923076923078]
improvement: [3, 3.530200868429414e-05]
feeble: [3, 3.530200868429414e-05]
undercover: [3, 3.530200868429414e-05]
seriously but: [3, 0.15789473684210525]
shake the: [3, 0.3333333333333333]
an opportunity: [3, 0.005291005291005291]
your stomach: [3, 0.023255813953488372]
its central: [3, 0.0047169811320754715]
section: [3, 3.530200868429414e-05]
lucky break: [3, 0.75]
things and: [3, 0.04285714285714286]
brilliantly: [3, 3.530200868429414e-05]
slightest: [3, 3.530200868429414e-05]
lacking the: [3, 0.14285714285714285]
can't disguise: [3, 0.03571428571428571]
its core: [3, 0.0047169811320754715]
lifestyle: [3, 3.530200868429414e-05]
urban: [3, 3.530200868429414e-05]
car chases: [3, 0.17647058823529413]
so tedious: [3, 0.008670520231213872]
passed: [3, 3.530200868429414e-05]
eager to: [3, 0.5]
put to: [3, 0.0967741935483871]
one scene: [3, 0.008310249307479225]
max: [3, 3.530200868429414e-05]
filling: [3, 3.530200868429414e-05]
existential: [3, 3.530200868429414e-05]
harry potter: [3, 0.5]
chamber of: [3, 0.75]
finds a: [3, 0.3333333333333333]
an incredibly: [3, 0.005291005291005291]
i laughed: [3, 0.010526315789473684]
paid to: [3, 0.42857142857142855]
place for: [3, 0.08823529411764706]
you that: [3, 0.007537688442211055]
irresponsible: [3, 3.530200868429414e-05]
those of: [3, 0.041666666666666664]
will most: [3, 0.017142857142857144]
doze off: [3, 0.75]
overheated: [3, 3.530200868429414e-05]
student film: [3, 0.75]
facial: [3, 3.530200868429414e-05]
with any: [3, 0.004431314623338257]
beauty: [3, 3.530200868429414e-05]
glum: [3, 3.530200868429414e-05]
movie without: [3, 0.00395778364116095]
comedy to: [3, 0.018633540372670808]
races: [3, 3.530200868429414e-05]
setups: [3, 3.530200868429414e-05]
101: [3, 3.530200868429414e-05]
procession: [3, 3.530200868429414e-05]
procession of: [3, 1.0]
scruffy: [3, 3.530200868429414e-05]
beaten: [3, 3.530200868429414e-05]
about something: [3, 0.008108108108108109]
something very: [3, 0.02654867256637168]
ears: [3, 3.530200868429414e-05]
their parents: [3, 0.02564102564102564]
caine: [3, 3.530200868429414e-05]
its violence: [3, 0.0047169811320754715]
with only: [3, 0.004431314623338257]
tongue: [3, 3.530200868429414e-05]
bits are: [3, 0.23076923076923078]
why anyone: [3, 0.05357142857142857]
character in: [3, 0.04054054054054054]
via: [3, 3.530200868429414e-05]
swear: [3, 3.530200868429414e-05]
seeking: [3, 3.530200868429414e-05]
cannot be: [3, 0.23076923076923078]
youth: [3, 3.530200868429414e-05]
import: [3, 3.530200868429414e-05]
damned is: [3, 0.25]
reading a: [3, 0.2727272727272727]
production values: [3, 0.10714285714285714]
extreme ops: [3, 0.1875]
100 minutes: [3, 0.75]
tells us: [3, 0.3]
less about: [3, 0.03529411764705882]
bad writing: [3, 0.014563106796116505]
each scene: [3, 0.13043478260869565]
never manages: [3, 0.019736842105263157]
generate a: [3, 0.3333333333333333]
ineptly: [3, 3.530200868429414e-05]
jumble of: [3, 0.75]
commercial for: [3, 0.3]
timid: [3, 3.530200868429414e-05]
affected: [3, 3.530200868429414e-05]
whodunit: [3, 3.530200868429414e-05]
larger: [3, 3.530200868429414e-05]
made about: [3, 0.027522935779816515]
screen and: [3, 0.05084745762711865]
than he: [3, 0.007853403141361256]
match the: [3, 0.23076923076923078]
superb: [3, 3.530200868429414e-05]
old story: [3, 0.05]
piano teacher: [3, 0.6]
character is: [3, 0.04054054054054054]
walked out: [3, 0.6]
back and: [3, 0.06]
tired old: [3, 0.10714285714285714]
already been: [3, 0.08571428571428572]
steven soderbergh's: [3, 0.2727272727272727]
an artist: [3, 0.005291005291005291]
thought-provoking: [3, 3.530200868429414e-05]
traditional: [3, 3.530200868429414e-05]
tuck everlasting: [3, 0.75]
killed: [3, 3.530200868429414e-05]
pokemon 4ever: [3, 0.2727272727272727]
ready to: [3, 0.6]
one-dimensional: [3, 3.530200868429414e-05]
suggest: [3, 3.530200868429414e-05]
himself into: [3, 0.13043478260869565]
good and: [3, 0.01675977653631285]
original idea: [3, 0.05660377358490566]
dragon: [3, 3.530200868429414e-05]
perfunctory: [3, 3.530200868429414e-05]
am: [3, 3.530200868429414e-05]
i am: [3, 0.010526315789473684]
much in: [3, 0.01293103448275862]
putrid: [3, 3.530200868429414e-05]
lampoon's: [3, 3.530200868429414e-05]
national lampoon's: [3, 0.375]
lampoon's van: [3, 1.0]
more closely: [3, 0.007211538461538462]
media: [3, 3.530200868429414e-05]
self-indulgent and: [3, 0.25]
pantheon: [3, 3.530200868429414e-05]
showgirls: [3, 3.530200868429414e-05]
pantheon of: [3, 1.0]
concerned with: [3, 0.5]
sake: [3, 3.530200868429414e-05]
who doesn't: [3, 0.016216216216216217]
decadent: [3, 3.530200868429414e-05]
small and: [3, 0.17647058823529413]
moderately: [3, 3.530200868429414e-05]
unsurprising: [3, 3.530200868429414e-05]
not completely: [3, 0.006880733944954129]
instantly forgettable: [3, 0.6]
it's pretty: [3, 0.005405405405405406]
there's plenty: [3, 0.021897810218978103]
staying: [3, 3.530200868429414e-05]
quite frankly: [3, 0.04411764705882353]
star wars: [3, 0.07692307692307693]
innocence: [3, 3.530200868429414e-05]
function: [3, 3.530200868429414e-05]
violent and: [3, 0.375]
connections: [3, 3.530200868429414e-05]
qualify: [3, 3.530200868429414e-05]
made on: [3, 0.027522935779816515]
qualify as: [3, 1.0]
b: [3, 3.530200868429414e-05]
put on: [3, 0.0967741935483871]
pedigree: [3, 3.530200868429414e-05]
19th-century: [3, 3.530200868429414e-05]
uses a: [3, 0.23076923076923078]
metaphor for: [3, 0.6]
sure what: [3, 0.11538461538461539]
account: [3, 3.530200868429414e-05]
rolls: [3, 3.530200868429414e-05]
flaw: [3, 3.530200868429414e-05]
finds its: [3, 0.3333333333333333]
black man: [3, 0.10714285714285714]
reggio: [3, 3.530200868429414e-05]
arguments: [3, 3.530200868429414e-05]
status: [3, 3.530200868429414e-05]
exists: [3, 3.530200868429414e-05]
really only: [3, 0.023076923076923078]
an emotional: [3, 0.005291005291005291]
cell: [3, 3.530200868429414e-05]
bargain-basement: [3, 3.530200868429414e-05]
speak: [3, 3.530200868429414e-05]
seagal's: [3, 3.530200868429414e-05]
best to: [3, 0.043478260869565216]
charged: [3, 3.530200868429414e-05]
spears': [3, 3.530200868429414e-05]
britney spears': [3, 0.42857142857142855]
were all: [3, 0.0379746835443038]
minimalist: [3, 3.530200868429414e-05]
heist: [3, 3.530200868429414e-05]
two years: [3, 0.0379746835443038]
green and: [3, 0.2]
childlike: [3, 3.530200868429414e-05]
lukewarm: [3, 3.530200868429414e-05]
be taken: [3, 0.0057692307692307696]
liar: [3, 3.530200868429414e-05]
home alone: [3, 0.0967741935483871]
made but: [3, 0.027522935779816515]
8 crazy: [3, 0.6]
comes close: [3, 0.046875]
severe: [3, 3.530200868429414e-05]
millions: [3, 3.530200868429414e-05]
essence: [3, 3.530200868429414e-05]
realm: [3, 3.530200868429414e-05]
opposite: [3, 3.530200868429414e-05]
millions of: [3, 1.0]
manner of: [3, 0.375]
women as: [3, 0.11538461538461539]
crisp: [3, 3.530200868429414e-05]
stilted and: [3, 0.375]
neighbor's: [3, 3.530200868429414e-05]
your neighbor's: [3, 0.023255813953488372]
enjoys: [3, 3.530200868429414e-05]
bold: [3, 3.530200868429414e-05]
experiment: [3, 3.530200868429414e-05]
almost certainly: [3, 0.04054054054054054]
attractive: [3, 3.530200868429414e-05]
what's going: [3, 0.0967741935483871]
negligible: [3, 3.530200868429414e-05]
shocks: [3, 3.530200868429414e-05]
low on: [3, 0.13043478260869565]
torn: [3, 3.530200868429414e-05]
tries and: [3, 0.08108108108108109]
neither a: [3, 0.07142857142857142]
characters or: [3, 0.01775147928994083]
doesn't necessarily: [3, 0.0196078431372549]
seen it: [3, 0.06]
movie or: [3, 0.00395778364116095]
dad: [3, 3.530200868429414e-05]
sixth: [3, 3.530200868429414e-05]
patch adams: [3, 0.6]
sixth sense: [3, 1.0]
evelyn: [3, 3.530200868429414e-05]
angry: [3, 3.530200868429414e-05]
road trip: [3, 0.375]
ode: [3, 3.530200868429414e-05]
ode to: [3, 1.0]
either the: [3, 0.10344827586206896]
passably: [3, 3.530200868429414e-05]
away the: [3, 0.075]
padding: [3, 3.530200868429414e-05]
done to: [3, 0.08333333333333333]
makes us: [3, 0.027777777777777776]
jews: [3, 3.530200868429414e-05]
else to: [3, 0.07692307692307693]
schneider's: [3, 3.530200868429414e-05]
constant: [3, 3.530200868429414e-05]
photographed: [3, 3.530200868429414e-05]
talents of: [3, 0.42857142857142855]
famous: [3, 3.530200868429414e-05]
untalented: [3, 3.530200868429414e-05]
one moment: [3, 0.008310249307479225]
merchant: [3, 3.530200868429414e-05]
more attention: [3, 0.007211538461538462]
naturally: [3, 3.530200868429414e-05]
everything about: [3, 0.07142857142857142]
you'll have: [3, 0.08333333333333333]
puppet: [3, 3.530200868429414e-05]
lump: [3, 3.530200868429414e-05]
left me: [3, 0.08571428571428572]
revelation: [3, 3.530200868429414e-05]
they wanted: [3, 0.024390243902439025]
author's: [3, 3.530200868429414e-05]
other hand: [3, 0.031914893617021274]
waits: [3, 3.530200868429414e-05]
crocodile: [3, 3.530200868429414e-05]
crocodile hunter: [3, 1.0]
by that: [3, 0.007228915662650603]
gritty: [3, 3.530200868429414e-05]
magic realism: [3, 0.3]
undernourished: [3, 3.530200868429414e-05]
he'd: [3, 3.530200868429414e-05]
collective: [3, 3.530200868429414e-05]
attack: [3, 3.530200868429414e-05]
blame: [3, 3.530200868429414e-05]
burr: [3, 3.530200868429414e-05]
lose: [3, 3.530200868429414e-05]
defines: [3, 3.530200868429414e-05]
indifferent: [3, 3.530200868429414e-05]
potentially interesting: [3, 0.3333333333333333]
even for: [3, 0.01485148514851485]
transparent: [3, 3.530200868429414e-05]
pg-13: [3, 3.530200868429414e-05]
howard's: [3, 3.530200868429414e-05]
but they're: [3, 0.0035087719298245615]
respectable: [3, 3.530200868429414e-05]
considered: [3, 3.530200868429414e-05]
breathe: [3, 3.530200868429414e-05]
afloat: [3, 3.530200868429414e-05]
ninety: [3, 3.530200868429414e-05]
never catches: [3, 0.019736842105263157]
hadn't: [3, 3.530200868429414e-05]
as possible: [3, 0.0032537960954446853]
roberts: [3, 3.530200868429414e-05]
has none: [3, 0.00909090909090909]
been called: [3, 0.01775147928994083]
unturned: [3, 3.530200868429414e-05]
leaves no: [3, 0.1111111111111111]
cast but: [3, 0.04918032786885246]
beautifully shot: [3, 0.3]
groups: [3, 3.530200868429414e-05]
goes to: [3, 0.07317073170731707]
converted: [3, 3.530200868429414e-05]
moviegoing: [3, 3.530200868429414e-05]
vile: [3, 3.530200868429414e-05]
really need: [3, 0.023076923076923078]
sufficient: [3, 3.530200868429414e-05]
aaliyah: [3, 3.530200868429414e-05]
about mary: [3, 0.008108108108108109]
bread: [3, 3.530200868429414e-05]
as bland: [3, 0.0032537960954446853]
coherence: [3, 3.530200868429414e-05]
michell: [3, 3.530200868429414e-05]
severely: [3, 3.530200868429414e-05]
director roger: [3, 0.026785714285714284]
roger michell: [3, 0.42857142857142855]
set pieces: [3, 0.08333333333333333]
vaguely: [3, 3.530200868429414e-05]
come close: [3, 0.05454545454545454]
lift: [3, 3.530200868429414e-05]
minutes after: [3, 0.030303030303030304]
but most: [3, 0.0035087719298245615]
what this: [3, 0.015957446808510637]
bottom line: [3, 0.375]
short story: [3, 0.07142857142857142]
unless you're: [3, 0.2]
folly: [3, 3.530200868429414e-05]
stronger: [3, 3.530200868429414e-05]
stuart little: [3, 0.6]
little 2: [3, 0.017341040462427744]
2 is: [3, 0.25]
still a: [3, 0.05172413793103448]
film you'll: [3, 0.004815409309791332]
graceful: [3, 3.530200868429414e-05]
away from: [3, 0.075]
many more: [3, 0.03125]
brits: [3, 3.530200868429414e-05]
will get: [3, 0.017142857142857144]
full-length: [3, 3.530200868429414e-05]
were in: [3, 0.0379746835443038]
that's just: [3, 0.033707865168539325]
plan: [3, 3.530200868429414e-05]
