with: [883, 0.010551598871946847]
victim: [3, 3.584914679030639e-05]
victim of: [3, 1.0]
romanek: [3, 3.584914679030639e-05]
considering: [3, 3.584914679030639e-05]
incendiary: [3, 3.584914679030639e-05]
notch: [3, 3.584914679030639e-05]
once you: [3, 0.06382978723404255]
all or: [3, 0.010380622837370242]
affecting and: [3, 0.16666666666666666]
exactly as: [3, 0.16666666666666666]
as thought-provoking: [3, 0.0034129692832764505]
know what: [3, 0.075]
what to: [3, 0.013333333333333334]
absolutely no: [3, 0.21428571428571427]
own cleverness: [3, 0.033707865168539325]
hunter: [3, 3.584914679030639e-05]
agenda: [3, 3.584914679030639e-05]
line between: [3, 0.17647058823529413]
ultimately the: [3, 0.06521739130434782]
shamelessly: [3, 3.584914679030639e-05]
appetite: [3, 3.584914679030639e-05]
like me: [3, 0.010676156583629894]
me a: [3, 0.08108108108108109]
but mostly: [3, 0.0038363171355498722]
humor is: [3, 0.037037037037037035]
impossible not: [3, 0.13043478260869565]
be moved: [3, 0.007159904534606206]
moved by: [3, 0.42857142857142855]
reflective and: [3, 0.6]
principals: [3, 3.584914679030639e-05]
but because: [3, 0.0038363171355498722]
celebratory: [3, 3.584914679030639e-05]
what's most: [3, 0.125]
comedy the: [3, 0.015625]
wisely: [3, 3.584914679030639e-05]
temptation: [3, 3.584914679030639e-05]
ram: [3, 3.584914679030639e-05]
disappointed: [3, 3.584914679030639e-05]
but those: [3, 0.0038363171355498722]
are likely: [3, 0.008620689655172414]
be disappointed: [3, 0.007159904534606206]
insecurity: [3, 3.584914679030639e-05]
culture of: [3, 0.06976744186046512]
connect-the-dots: [3, 3.584914679030639e-05]
fun for: [3, 0.02654867256637168]
all those: [3, 0.010380622837370242]
enjoying: [3, 3.584914679030639e-05]
steven soderbergh's: [3, 0.23076923076923078]
tug: [3, 3.584914679030639e-05]
enjoyed the: [3, 0.25]
could say: [3, 0.03571428571428571]
ways that: [3, 0.1111111111111111]
thing you: [3, 0.075]
anna: [3, 3.584914679030639e-05]
who just: [3, 0.012145748987854251]
coppola: [3, 3.584914679030639e-05]
heck: [3, 3.584914679030639e-05]
become the: [3, 0.1111111111111111]
an eye: [3, 0.003978779840848806]
applaud: [3, 3.584914679030639e-05]
viewers to: [3, 0.15]
palatable: [3, 3.584914679030639e-05]
sorrow: [3, 3.584914679030639e-05]
expands: [3, 3.584914679030639e-05]
treatise: [3, 3.584914679030639e-05]
empowerment: [3, 3.584914679030639e-05]
notion that: [3, 0.5]
very satisfying: [3, 0.022222222222222223]
learning: [3, 3.584914679030639e-05]
clash: [3, 3.584914679030639e-05]
who would: [3, 0.012145748987854251]
actor who: [3, 0.13636363636363635]
drugs and: [3, 0.6]
winds up: [3, 0.75]
hands: [3, 3.584914679030639e-05]
thought-provoking film: [3, 0.17647058823529413]
who cares: [3, 0.012145748987854251]
foul: [3, 3.584914679030639e-05]
family fare: [3, 0.038461538461538464]
attal: [3, 3.584914679030639e-05]
represented: [3, 3.584914679030639e-05]
both in: [3, 0.02631578947368421]
as does: [3, 0.0034129692832764505]
ethnic: [3, 3.584914679030639e-05]
role and: [3, 0.10714285714285714]
dramatization: [3, 3.584914679030639e-05]
perdition: [3, 3.584914679030639e-05]
morbid: [3, 3.584914679030639e-05]
dramatization of: [3, 1.0]
introduction to: [3, 0.75]
as sharp: [3, 0.0034129692832764505]
be like: [3, 0.007159904534606206]
rebel: [3, 3.584914679030639e-05]
much about: [3, 0.01948051948051948]
oodles: [3, 3.584914679030639e-05]
oodles of: [3, 1.0]
writing and: [3, 0.2]
are not: [3, 0.008620689655172414]
transition: [3, 3.584914679030639e-05]
an examination: [3, 0.003978779840848806]
society in: [3, 0.25]
acceptance: [3, 3.584914679030639e-05]
quest to: [3, 0.42857142857142855]
celebrated: [3, 3.584914679030639e-05]
glib: [3, 3.584914679030639e-05]
winning performances: [3, 0.13636363636363635]
performances as: [3, 0.021739130434782608]
it's only: [3, 0.005319148936170213]
would expect: [3, 0.04054054054054054]
nothing less: [3, 0.057692307692307696]
from this: [3, 0.008595988538681949]
and/or: [3, 3.584914679030639e-05]
designed: [3, 3.584914679030639e-05]
backgrounds: [3, 3.584914679030639e-05]
album: [3, 3.584914679030639e-05]
it's rare: [3, 0.005319148936170213]
lot more: [3, 0.057692307692307696]
swim: [3, 3.584914679030639e-05]
there's much: [3, 0.041666666666666664]
charles: [3, 3.584914679030639e-05]
written by: [3, 0.16666666666666666]
affection for: [3, 0.21428571428571427]
notting: [3, 3.584914679030639e-05]
notting hill: [3, 1.0]
turbulent: [3, 3.584914679030639e-05]
drum: [3, 3.584914679030639e-05]
are often: [3, 0.008620689655172414]
raise: [3, 3.584914679030639e-05]
maudlin: [3, 3.584914679030639e-05]
seldahl and: [3, 0.6]
impress: [3, 3.584914679030639e-05]
george clooney: [3, 0.25]
director and: [3, 0.025210084033613446]
he's a: [3, 0.08333333333333333]
maids: [3, 3.584914679030639e-05]
closest: [3, 3.584914679030639e-05]
murderous maids: [3, 0.5]
dogtown and: [3, 0.6]
horror film: [3, 0.09375]
growth: [3, 3.584914679030639e-05]
often enough: [3, 0.03896103896103896]
campbell: [3, 3.584914679030639e-05]
deserve: [3, 3.584914679030639e-05]
kinnear gives: [3, 0.6]
near the: [3, 0.6]
takes on: [3, 0.057692307692307696]
hour photo: [3, 0.25]
creates an: [3, 0.14285714285714285]
time with: [3, 0.0189873417721519]
movie despite: [3, 0.0058823529411764705]
exudes: [3, 3.584914679030639e-05]
nostalgic: [3, 3.584914679030639e-05]
familiar but: [3, 0.08823529411764706]
free of: [3, 0.6]
demand: [3, 3.584914679030639e-05]
enchanting: [3, 3.584914679030639e-05]
talents of: [3, 0.375]
above its: [3, 0.12]
wry humor: [3, 0.21428571428571427]
imax format: [3, 0.15789473684210525]
surprisingly funny: [3, 0.07894736842105263]
stick: [3, 3.584914679030639e-05]
end it's: [3, 0.06]
wounds: [3, 3.584914679030639e-05]
hip: [3, 3.584914679030639e-05]
at any: [3, 0.00819672131147541]
rare in: [3, 0.06666666666666667]
ghosts: [3, 3.584914679030639e-05]
postmodern: [3, 3.584914679030639e-05]
without becoming: [3, 0.033707865168539325]
becoming a: [3, 0.375]
wondering: [3, 3.584914679030639e-05]
after you: [3, 0.07142857142857142]
subtext: [3, 3.584914679030639e-05]
entertaining enough: [3, 0.03260869565217391]
h: [3, 3.584914679030639e-05]
notorious c: [3, 0.6]
c h: [3, 0.5]
h o: [3, 1.0]
hopes: [3, 3.584914679030639e-05]
occasion: [3, 3.584914679030639e-05]
opinion: [3, 3.584914679030639e-05]
kahlo: [3, 3.584914679030639e-05]
more satisfying: [3, 0.00964630225080386]
film festival: [3, 0.0036496350364963502]
rohmer: [3, 3.584914679030639e-05]
articulate: [3, 3.584914679030639e-05]
working from: [3, 0.16666666666666666]
enticing: [3, 3.584914679030639e-05]
counts: [3, 3.584914679030639e-05]
supply: [3, 3.584914679030639e-05]
shattering: [3, 3.584914679030639e-05]
velocity: [3, 3.584914679030639e-05]
momentum: [3, 3.584914679030639e-05]
personal velocity: [3, 0.10344827586206896]
falling: [3, 3.584914679030639e-05]
though not: [3, 0.03333333333333333]
questioning: [3, 3.584914679030639e-05]
mores: [3, 3.584914679030639e-05]
cheesy: [3, 3.584914679030639e-05]
macabre: [3, 3.584914679030639e-05]
jason x: [3, 0.5]
it's been: [3, 0.005319148936170213]
generations: [3, 3.584914679030639e-05]
test: [3, 3.584914679030639e-05]
rebellion: [3, 3.584914679030639e-05]
beating: [3, 3.584914679030639e-05]
below the: [3, 0.6]
unpleasant: [3, 3.584914679030639e-05]
with no: [3, 0.0033975084937712344]
reduced: [3, 3.584914679030639e-05]
soul and: [3, 0.17647058823529413]
agent: [3, 3.584914679030639e-05]
1999: [3, 3.584914679030639e-05]
retains: [3, 3.584914679030639e-05]
constraints: [3, 3.584914679030639e-05]
depths: [3, 3.584914679030639e-05]
compulsively: [3, 3.584914679030639e-05]
compulsively watchable: [3, 1.0]
uncertain: [3, 3.584914679030639e-05]
film delivers: [3, 0.0036496350364963502]
desperately: [3, 3.584914679030639e-05]
madonna: [3, 3.584914679030639e-05]
k: [3, 3.584914679030639e-05]
korea: [3, 3.584914679030639e-05]
] is: [3, 0.75]
nice little: [3, 0.14285714285714285]
takes us: [3, 0.057692307692307696]
maguire: [3, 3.584914679030639e-05]
work but: [3, 0.02158273381294964]
runs on: [3, 0.25]
exuberant: [3, 3.584914679030639e-05]
subtitles: [3, 3.584914679030639e-05]
type of: [3, 0.6]
evident: [3, 3.584914679030639e-05]
man in: [3, 0.05555555555555555]
qualify: [3, 3.584914679030639e-05]
qualify as: [3, 1.0]
guys and: [3, 0.1875]
films this: [3, 0.027522935779816515]
been as: [3, 0.030927835051546393]
film]: [3, 3.584914679030639e-05]
addresses: [3, 3.584914679030639e-05]
local: [3, 3.584914679030639e-05]
politics and: [3, 0.23076923076923078]
plot is: [3, 0.05084745762711865]
mull: [3, 3.584914679030639e-05]
better in: [3, 0.045454545454545456]
works but: [3, 0.04477611940298507]
functions: [3, 3.584914679030639e-05]
sensitive and: [3, 0.15789473684210525]
guard: [3, 3.584914679030639e-05]
invitation: [3, 3.584914679030639e-05]
does best: [3, 0.03]
every scene: [3, 0.046875]
observation of: [3, 0.75]
al: [3, 3.584914679030639e-05]
audacity: [3, 3.584914679030639e-05]
insanity: [3, 3.584914679030639e-05]
no classic: [3, 0.025]
relying: [3, 3.584914679030639e-05]
without relying: [3, 0.033707865168539325]
relying on: [3, 1.0]
fail: [3, 3.584914679030639e-05]
explode: [3, 3.584914679030639e-05]
manic: [3, 3.584914679030639e-05]
purpose: [3, 3.584914679030639e-05]
lay: [3, 3.584914679030639e-05]
good deal: [3, 0.015151515151515152]
object: [3, 3.584914679030639e-05]
along for: [3, 0.11538461538461539]
truth that: [3, 0.13636363636363635]
recipe: [3, 3.584914679030639e-05]
daughter: [3, 3.584914679030639e-05]
danang: [3, 3.584914679030639e-05]
daughter from: [3, 1.0]
from danang: [3, 0.008595988538681949]
because they: [3, 0.039473684210526314]
breathes: [3, 3.584914679030639e-05]
adding: [3, 3.584914679030639e-05]
fuzzy: [3, 3.584914679030639e-05]
for our: [3, 0.004457652303120356]
our times: [3, 0.04054054054054054]
has managed: [3, 0.0079155672823219]
such as: [3, 0.04225352112676056]
smith's: [3, 3.584914679030639e-05]
about their: [3, 0.008264462809917356]
vividly conveys: [3, 0.21428571428571427]
baggage: [3, 3.584914679030639e-05]
two-thirds: [3, 3.584914679030639e-05]
fast and: [3, 0.21428571428571427]
ravishing: [3, 3.584914679030639e-05]
smartest: [3, 3.584914679030639e-05]
sights: [3, 3.584914679030639e-05]
sights and: [3, 1.0]
i love: [3, 0.016574585635359115]
faith and: [3, 0.25]
debut as: [3, 0.1]
you know: [3, 0.006072874493927126]
glow: [3, 3.584914679030639e-05]
teasing: [3, 3.584914679030639e-05]
hayek: [3, 3.584914679030639e-05]
brit: [3, 3.584914679030639e-05]
speculation: [3, 3.584914679030639e-05]
life-affirming: [3, 3.584914679030639e-05]
gross-out: [3, 3.584914679030639e-05]
restraint: [3, 3.584914679030639e-05]
led: [3, 3.584914679030639e-05]
burstein: [3, 3.584914679030639e-05]
footage of: [3, 0.3]
possession: [3, 3.584914679030639e-05]
meets: [3, 3.584914679030639e-05]
drew: [3, 3.584914679030639e-05]
an uneven: [3, 0.003978779840848806]
emotional wallop: [3, 0.05454545454545454]
best thing: [3, 0.018072289156626505]
show us: [3, 0.08823529411764706]
compellingly: [3, 3.584914679030639e-05]
paintings: [3, 3.584914679030639e-05]
corners: [3, 3.584914679030639e-05]
club: [3, 3.584914679030639e-05]
an especially: [3, 0.003978779840848806]
emperor's club: [3, 0.75]
wartime: [3, 3.584914679030639e-05]
1940s: [3, 3.584914679030639e-05]
defiantly: [3, 3.584914679030639e-05]
swashbuckling: [3, 3.584914679030639e-05]
entertainment but: [3, 0.06382978723404255]
but is: [3, 0.0038363171355498722]
convictions: [3, 3.584914679030639e-05]
courage of: [3, 0.3]
young people: [3, 0.05454545454545454]
lifetime: [3, 3.584914679030639e-05]
graceful: [3, 3.584914679030639e-05]
aggressively: [3, 3.584914679030639e-05]
makes its: [3, 0.020833333333333332]
message about: [3, 0.0967741935483871]
plan: [3, 3.584914679030639e-05]
devotion: [3, 3.584914679030639e-05]
look into: [3, 0.025210084033613446]
joys: [3, 3.584914679030639e-05]
jackson and: [3, 0.2]
themselves in: [3, 0.16666666666666666]
doc: [3, 3.584914679030639e-05]
an exciting: [3, 0.003978779840848806]
meaning of: [3, 0.23076923076923078]
even its: [3, 0.016666666666666666]
egoyan: [3, 3.584914679030639e-05]
lad: [3, 3.584914679030639e-05]
mcgrath: [3, 3.584914679030639e-05]
coupled: [3, 3.584914679030639e-05]
than what: [3, 0.010638297872340425]
coupled with: [3, 1.0]
exposes: [3, 3.584914679030639e-05]
heartache: [3, 3.584914679030639e-05]
miike: [3, 3.584914679030639e-05]
plot that: [3, 0.05084745762711865]
as powerful: [3, 0.0034129692832764505]
marshall: [3, 3.584914679030639e-05]
skip: [3, 3.584914679030639e-05]
when he: [3, 0.028037383177570093]
embracing: [3, 3.584914679030639e-05]
those films: [3, 0.027522935779816515]
film together: [3, 0.0036496350364963502]
despite a: [3, 0.06521739130434782]
much in: [3, 0.01948051948051948]
difficult to: [3, 0.1875]
at it: [3, 0.00819672131147541]
film it: [3, 0.0036496350364963502]
together in: [3, 0.06521739130434782]
dig: [3, 3.584914679030639e-05]
cinematic equivalent: [3, 0.06521739130434782]
arguments: [3, 3.584914679030639e-05]
pace and: [3, 0.2]
thematic: [3, 3.584914679030639e-05]
experimental: [3, 3.584914679030639e-05]
shine: [3, 3.584914679030639e-05]
need a: [3, 0.08823529411764706]
be remembered: [3, 0.007159904534606206]
overkill: [3, 3.584914679030639e-05]
exhausted: [3, 3.584914679030639e-05]
onscreen: [3, 3.584914679030639e-05]
adapted: [3, 3.584914679030639e-05]
taylor: [3, 3.584914679030639e-05]
hungry: [3, 3.584914679030639e-05]
need for: [3, 0.08823529411764706]
ample: [3, 3.584914679030639e-05]
interesting characters: [3, 0.058823529411764705]
respects: [3, 3.584914679030639e-05]
yarn that: [3, 0.2727272727272727]
by it: [3, 0.007894736842105263]
deepest: [3, 3.584914679030639e-05]
enjoyed it: [3, 0.25]
encourage: [3, 3.584914679030639e-05]
engaged in: [3, 0.5]
years to: [3, 0.05084745762711865]
byatt: [3, 3.584914679030639e-05]
works well: [3, 0.04477611940298507]
will appeal: [3, 0.01507537688442211]
familiar with: [3, 0.08823529411764706]
you expect: [3, 0.006072874493927126]
will you: [3, 0.01507537688442211]
seeming: [3, 3.584914679030639e-05]
thinks: [3, 3.584914679030639e-05]
gamble: [3, 3.584914679030639e-05]
slow and: [3, 0.15]
she is: [3, 0.10344827586206896]
dead-end: [3, 3.584914679030639e-05]
experimentation: [3, 3.584914679030639e-05]
director's previous: [3, 0.25]
funny look: [3, 0.016574585635359115]
weaknesses: [3, 3.584914679030639e-05]
utter: [3, 3.584914679030639e-05]
established: [3, 3.584914679030639e-05]
bros: [3, 3.584914679030639e-05]
warner bros: [3, 0.75]
anchored by: [3, 0.75]
wins: [3, 3.584914679030639e-05]
eccentricities: [3, 3.584914679030639e-05]
nuances of: [3, 0.6]
screenplay and: [3, 0.12]
binoche: [3, 3.584914679030639e-05]
perfect in: [3, 0.09090909090909091]
raunchy: [3, 3.584914679030639e-05]
susan sarandon: [3, 0.75]
goes down: [3, 0.125]
masses: [3, 3.584914679030639e-05]
one for: [3, 0.00819672131147541]
man who: [3, 0.05555555555555555]
talking about: [3, 0.375]
aspirations: [3, 3.584914679030639e-05]
people from: [3, 0.03409090909090909]
its source: [3, 0.004291845493562232]
source material: [3, 0.42857142857142855]
parade: [3, 3.584914679030639e-05]
parade of: [3, 1.0]
settled: [3, 3.584914679030639e-05]
tone than: [3, 0.10344827586206896]
brilliance: [3, 3.584914679030639e-05]
its performances: [3, 0.004291845493562232]
leads are: [3, 0.25]
jackson has: [3, 0.2]
orange: [3, 3.584914679030639e-05]
county: [3, 3.584914679030639e-05]
refreshing change: [3, 0.14285714285714285]
maggie: [3, 3.584914679030639e-05]
romantic and: [3, 0.0410958904109589]
something like: [3, 0.03571428571428571]
movies the: [3, 0.02702702702702703]
intelligent romantic: [3, 0.06818181818181818]
alien: [3, 3.584914679030639e-05]
after a: [3, 0.07142857142857142]
heart-wrenching: [3, 3.584914679030639e-05]
showcase: [3, 3.584914679030639e-05]
raw and: [3, 0.3]
tale that: [3, 0.0375]
make and: [3, 0.019867549668874173]
mundane: [3, 3.584914679030639e-05]
simone: [3, 3.584914679030639e-05]
being the: [3, 0.04]
with remarkable: [3, 0.0033975084937712344]
stays afloat: [3, 0.3]
tu: [3, 3.584914679030639e-05]
mamá: [3, 3.584914679030639e-05]
también: [3, 3.584914679030639e-05]
y tu: [3, 0.1111111111111111]
tu mamá: [3, 1.0]
mamá también: [3, 1.0]
humanity that: [3, 0.1875]
run-of-the-mill: [3, 3.584914679030639e-05]
max: [3, 3.584914679030639e-05]
hard not: [3, 0.07692307692307693]
dreams of: [3, 0.3]
pokemon: [3, 3.584914679030639e-05]
keep your: [3, 0.0625]
titles: [3, 3.584914679030639e-05]
television: [3, 3.584914679030639e-05]
multiplex: [3, 3.584914679030639e-05]
irwin: [3, 3.584914679030639e-05]
priceless: [3, 3.584914679030639e-05]
family's: [3, 3.584914679030639e-05]
repetitive: [3, 3.584914679030639e-05]
keep it: [3, 0.0625]
scams: [3, 3.584914679030639e-05]
effortless: [3, 3.584914679030639e-05]
neglected: [3, 3.584914679030639e-05]
standing: [3, 3.584914679030639e-05]
careers: [3, 3.584914679030639e-05]
feature but: [3, 0.07894736842105263]
bien: [3, 3.584914679030639e-05]
divertida: [3, 3.584914679030639e-05]
friendships: [3, 3.584914679030639e-05]
classic but: [3, 0.125]
call this: [3, 0.2]
lewis: [3, 3.584914679030639e-05]
contrived and: [3, 0.5]
could ever: [3, 0.03571428571428571]
don't make: [3, 0.04918032786885246]
dares to: [3, 0.6]
on screen: [3, 0.007075471698113208]
spot on: [3, 0.5]
nearly three: [3, 0.1111111111111111]
conduct is: [3, 0.375]
hours is: [3, 0.13636363636363635]
grain: [3, 3.584914679030639e-05]
collide: [3, 3.584914679030639e-05]
an underlying: [3, 0.003978779840848806]
throughout the: [3, 0.15789473684210525]
salute: [3, 3.584914679030639e-05]
opportunity to: [3, 0.42857142857142855]
an asian: [3, 0.003978779840848806]
sappy: [3, 3.584914679030639e-05]
string of: [3, 0.6]
translation: [3, 3.584914679030639e-05]
conveys the: [3, 0.75]
strict: [3, 3.584914679030639e-05]
superficially: [3, 3.584914679030639e-05]
infuses the: [3, 0.6]
reaching: [3, 3.584914679030639e-05]
tissues: [3, 3.584914679030639e-05]
drives: [3, 3.584914679030639e-05]
sexuality: [3, 3.584914679030639e-05]
depends: [3, 3.584914679030639e-05]
are of: [3, 0.008620689655172414]
odd and: [3, 0.21428571428571427]
star vehicle: [3, 0.08571428571428572]
vehicle for: [3, 0.375]
3d: [3, 3.584914679030639e-05]
giving it: [3, 0.2]
jumps: [3, 3.584914679030639e-05]
with style: [3, 0.0033975084937712344]
importantly: [3, 3.584914679030639e-05]
hell house: [3, 0.23076923076923078]
michel piccoli: [3, 0.75]
but to: [3, 0.0038363171355498722]
moviegoers who: [3, 0.42857142857142855]
thinking about: [3, 0.3333333333333333]
akin: [3, 3.584914679030639e-05]
cinematic experience: [3, 0.06521739130434782]
story the: [3, 0.01171875]
ambiguous: [3, 3.584914679030639e-05]
icon: [3, 3.584914679030639e-05]
settings: [3, 3.584914679030639e-05]
says: [3, 3.584914679030639e-05]
fearless: [3, 3.584914679030639e-05]
flawless: [3, 3.584914679030639e-05]
kids who: [3, 0.06521739130434782]
jaded: [3, 3.584914679030639e-05]
radar: [3, 3.584914679030639e-05]
13 conversations: [3, 0.6]
slow to: [3, 0.15]
hits the: [3, 0.2]
with you: [3, 0.0033975084937712344]
hallucinatory: [3, 3.584914679030639e-05]
large cast: [3, 0.2727272727272727]
frontal is: [3, 0.5]
fans who: [3, 0.07317073170731707]
films in: [3, 0.027522935779816515]
hang: [3, 3.584914679030639e-05]
we'll: [3, 3.584914679030639e-05]
as close: [3, 0.0034129692832764505]
más: [3, 3.584914679030639e-05]
es un: [3, 0.17647058823529413]
range: [3, 3.584914679030639e-05]
gets to: [3, 0.06666666666666667]
other times: [3, 0.041666666666666664]
saucy: [3, 3.584914679030639e-05]
chemistry and: [3, 0.23076923076923078]
lit: [3, 3.584914679030639e-05]
when we: [3, 0.028037383177570093]
mentally: [3, 3.584914679030639e-05]
member: [3, 3.584914679030639e-05]
grown-ups: [3, 3.584914679030639e-05]
science fiction: [3, 0.5]
shape: [3, 3.584914679030639e-05]
most american: [3, 0.0125]
discomfort: [3, 3.584914679030639e-05]
inherent in: [3, 0.42857142857142855]
controversial: [3, 3.584914679030639e-05]
latest effort: [3, 0.21428571428571427]
effort is: [3, 0.10714285714285714]
lathan and: [3, 0.75]
adroitly: [3, 3.584914679030639e-05]
director john: [3, 0.025210084033613446]
her husband: [3, 0.024390243902439025]
be but: [3, 0.007159904534606206]
plenty to: [3, 0.1875]
chew on: [3, 0.75]
pleasantly: [3, 3.584914679030639e-05]
out as: [3, 0.016853932584269662]
own way: [3, 0.033707865168539325]
movie becomes: [3, 0.0058823529411764705]
remarkable film: [3, 0.10714285714285714]
japanese animation: [3, 0.23076923076923078]
emptiness: [3, 3.584914679030639e-05]
san: [3, 3.584914679030639e-05]
thematically: [3, 3.584914679030639e-05]
stunning and: [3, 0.1875]
everywhere: [3, 3.584914679030639e-05]
pristine: [3, 3.584914679030639e-05]
scottish: [3, 3.584914679030639e-05]
vaguely: [3, 3.584914679030639e-05]
its script: [3, 0.004291845493562232]
right at: [3, 0.05172413793103448]
saturday matinee: [3, 0.6]
unmistakable: [3, 3.584914679030639e-05]
spark of: [3, 0.75]
its two: [3, 0.004291845493562232]
baran: [3, 3.584914679030639e-05]
iran: [3, 3.584914679030639e-05]
its director: [3, 0.004291845493562232]
feast of: [3, 0.5]
racism: [3, 3.584914679030639e-05]
revenge and: [3, 0.2727272727272727]
mothers and: [3, 0.6]
de los: [3, 0.043478260869565216]
enveloping: [3, 3.584914679030639e-05]
literal: [3, 3.584914679030639e-05]
big deal: [3, 0.03896103896103896]
that's a: [3, 0.031914893617021274]
vulnerable: [3, 3.584914679030639e-05]
addict: [3, 3.584914679030639e-05]
bet: [3, 3.584914679030639e-05]
brand: [3, 3.584914679030639e-05]
story like: [3, 0.01171875]
like life: [3, 0.010676156583629894]
times but: [3, 0.05555555555555555]
director george: [3, 0.025210084033613446]
city where: [3, 0.1875]
eventual: [3, 3.584914679030639e-05]
tall: [3, 3.584914679030639e-05]
way and: [3, 0.018292682926829267]
market: [3, 3.584914679030639e-05]
new or: [3, 0.02727272727272727]
find yourself: [3, 0.061224489795918366]
goal: [3, 3.584914679030639e-05]
theater and: [3, 0.14285714285714285]
urge: [3, 3.584914679030639e-05]
left with: [3, 0.23076923076923078]
urge to: [3, 1.0]
conveying: [3, 3.584914679030639e-05]
its predecessors: [3, 0.004291845493562232]
no longer: [3, 0.025]
ridiculous: [3, 3.584914679030639e-05]
outright: [3, 3.584914679030639e-05]
you watch: [3, 0.006072874493927126]
exists: [3, 3.584914679030639e-05]
fine acting: [3, 0.08571428571428572]
saved: [3, 3.584914679030639e-05]
unbearable: [3, 3.584914679030639e-05]
saved from: [3, 1.0]
storytelling and: [3, 0.125]
prepare: [3, 3.584914679030639e-05]
malkovich: [3, 3.584914679030639e-05]
charlie kaufman: [3, 0.6]
being john: [3, 0.04]
john malkovich: [3, 0.1875]
typically: [3, 3.584914679030639e-05]
characters he: [3, 0.020833333333333332]
carries the: [3, 0.3]
tell a: [3, 0.21428571428571427]
perhaps the: [3, 0.15789473684210525]
drop: [3, 3.584914679030639e-05]
stylist: [3, 3.584914679030639e-05]
culkin: [3, 3.584914679030639e-05]
young man: [3, 0.05454545454545454]
than two: [3, 0.010638297872340425]
inimitable: [3, 3.584914679030639e-05]
keep this: [3, 0.0625]
does such: [3, 0.03]
fine job: [3, 0.08571428571428572]
its world: [3, 0.004291845493562232]
comedy in: [3, 0.015625]
round: [3, 3.584914679030639e-05]
there was: [3, 0.025423728813559324]
friendly: [3, 3.584914679030639e-05]
we can: [3, 0.027777777777777776]
made by: [3, 0.03571428571428571]
as art: [3, 0.0034129692832764505]
slap: [3, 3.584914679030639e-05]
or another: [3, 0.015873015873015872]
makes an: [3, 0.020833333333333332]
throw: [3, 3.584914679030639e-05]
we don't: [3, 0.027777777777777776]
music to: [3, 0.04838709677419355]
hopeful and: [3, 0.3]
blisteringly: [3, 3.584914679030639e-05]
every other: [3, 0.046875]
heightened: [3, 3.584914679030639e-05]
fashioned: [3, 3.584914679030639e-05]
little story: [3, 0.023255813953488372]
hardy: [3, 3.584914679030639e-05]
raises the: [3, 0.6]
imperfect: [3, 3.584914679030639e-05]
documentary to: [3, 0.03488372093023256]
have easily: [3, 0.011583011583011582]
wildlife: [3, 3.584914679030639e-05]
ethics: [3, 3.584914679030639e-05]
hatred: [3, 3.584914679030639e-05]
on it: [3, 0.007075471698113208]
are times: [3, 0.008620689655172414]
times when: [3, 0.05555555555555555]
an extended: [3, 0.003978779840848806]
its spirit: [3, 0.004291845493562232]
married: [3, 3.584914679030639e-05]
horror and: [3, 0.09375]
epic of: [3, 0.125]
kinds: [3, 3.584914679030639e-05]
kinds of: [3, 1.0]
strangers: [3, 3.584914679030639e-05]
election: [3, 3.584914679030639e-05]
enjoyable film: [3, 0.05660377358490566]
mothman: [3, 3.584914679030639e-05]
conscience: [3, 3.584914679030639e-05]
from your: [3, 0.008595988538681949]
harry potter: [3, 0.5]
admission: [3, 3.584914679030639e-05]
alone is: [3, 0.21428571428571427]
from under: [3, 0.008595988538681949]
narrative film: [3, 0.09375]
i'm sure: [3, 0.15789473684210525]
considerably: [3, 3.584914679030639e-05]
open-minded: [3, 3.584914679030639e-05]
fundamentals: [3, 3.584914679030639e-05]
family fundamentals: [3, 0.038461538461538464]
gift for: [3, 0.42857142857142855]
authentic and: [3, 0.3333333333333333]
scare: [3, 3.584914679030639e-05]
necessarily: [3, 3.584914679030639e-05]
not necessarily: [3, 0.008174386920980926]
without resorting: [3, 0.033707865168539325]
nolan: [3, 3.584914679030639e-05]
deny: [3, 3.584914679030639e-05]
possibility: [3, 3.584914679030639e-05]
unlike the: [3, 0.1875]
as life: [3, 0.0034129692832764505]
thirst: [3, 3.584914679030639e-05]
blockbusters: [3, 3.584914679030639e-05]
enjoys: [3, 3.584914679030639e-05]
artistry: [3, 3.584914679030639e-05]
movie isn't: [3, 0.0058823529411764705]
work yet: [3, 0.02158273381294964]
plummer: [3, 3.584914679030639e-05]
prime: [3, 3.584914679030639e-05]
vincent: [3, 3.584914679030639e-05]
clinical: [3, 3.584914679030639e-05]
genius: [3, 3.584914679030639e-05]
teacher is: [3, 0.375]
afternoon: [3, 3.584914679030639e-05]
rental: [3, 3.584914679030639e-05]
set pieces: [3, 0.12]
job done: [3, 0.13043478260869565]
our own: [3, 0.04054054054054054]
relate: [3, 3.584914679030639e-05]
can relate: [3, 0.018072289156626505]
will touch: [3, 0.01507537688442211]
touch the: [3, 0.17647058823529413]
their seats: [3, 0.017142857142857144]
centuries: [3, 3.584914679030639e-05]
leave it: [3, 0.10714285714285714]
was more: [3, 0.0410958904109589]
swedish: [3, 3.584914679030639e-05]
movies this: [3, 0.02702702702702703]
will make: [3, 0.01507537688442211]
complex characters: [3, 0.1]
seinfeld: [3, 3.584914679030639e-05]
you'll love: [3, 0.06521739130434782]
love this: [3, 0.020134228187919462]
acting is: [3, 0.06521739130434782]
